topic,payload,recv_ts
counter/1/0/0/0,312102:1747635527125:,1747635551073
counter/1/0/0/0,312103:1747635527125:,1747635551073
counter/1/0/0/0,312104:1747635527125:,1747635551073
counter/1/0/0/0,312105:1747635527125:,1747635551073
counter/1/0/0/0,312106:1747635527125:,1747635551073
counter/1/0/0/0,312107:1747635527125:,1747635551073
counter/1/0/0/0,312108:1747635527125:,1747635551073
counter/1/0/0/0,312109:1747635527125:,1747635551073
counter/1/0/0/0,312110:1747635527125:,1747635551073
counter/1/0/0/0,312111:1747635527125:,1747635551073
counter/1/0/0/0,312112:1747635527125:,1747635551073
counter/1/0/0/0,312113:1747635527125:,1747635551073
counter/1/0/0/0,312114:1747635527125:,1747635551073
counter/1/0/0/0,312115:1747635527125:,1747635551073
counter/1/0/0/0,312116:1747635527125:,1747635551073
counter/1/0/0/0,312117:1747635527125:,1747635551073
counter/1/0/0/0,312118:1747635527125:,1747635551073
counter/1/0/0/0,312119:1747635527125:,1747635551073
counter/1/0/0/0,312120:1747635527125:,1747635551073
counter/1/0/0/0,312121:1747635527125:,1747635551074
counter/1/0/0/0,312122:1747635527125:,1747635551074
counter/1/0/0/0,312123:1747635527125:,1747635551074
counter/1/0/0/0,312124:1747635527125:,1747635551074
counter/1/0/0/0,312125:1747635527125:,1747635551074
counter/1/0/0/0,312126:1747635527125:,1747635551074
counter/1/0/0/0,312127:1747635527125:,1747635551074
counter/1/0/0/0,312128:1747635527125:,1747635551074
counter/1/0/0/0,312129:1747635527125:,1747635551074
counter/1/0/0/0,312130:1747635527125:,1747635551074
counter/1/0/0/0,312131:1747635527125:,1747635551074
counter/1/0/0/0,312132:1747635527125:,1747635551074
counter/1/0/0/0,312133:1747635527125:,1747635551074
counter/1/0/0/0,312134:1747635527125:,1747635551074
counter/1/0/0/0,312135:1747635527125:,1747635551074
counter/1/0/0/0,312136:1747635527125:,1747635551074
counter/1/0/0/0,312137:1747635527125:,1747635551074
counter/1/0/0/0,312138:1747635527125:,1747635551074
counter/1/0/0/0,312139:1747635527125:,1747635551074
counter/1/0/0/0,312140:1747635527125:,1747635551074
counter/1/0/0/0,312141:1747635527125:,1747635551075
counter/1/0/0/0,312142:1747635527125:,1747635551075
counter/1/0/0/0,312143:1747635527125:,1747635551075
counter/1/0/0/0,312144:1747635527125:,1747635551075
counter/1/0/0/0,312145:1747635527125:,1747635551075
counter/1/0/0/0,312146:1747635527125:,1747635551075
counter/1/0/0/0,312147:1747635527125:,1747635551075
counter/1/0/0/0,312148:1747635527125:,1747635551075
counter/1/0/0/0,312149:1747635527125:,1747635551075
counter/1/0/0/0,312150:1747635527125:,1747635551075
counter/1/0/0/0,312151:1747635527125:,1747635551075
counter/1/0/0/0,312152:1747635527125:,1747635551075
counter/1/0/0/0,312153:1747635527125:,1747635551075
counter/1/0/0/0,312154:1747635527125:,1747635551075
counter/1/0/0/0,312155:1747635527126:,1747635551075
counter/1/0/0/0,312156:1747635527126:,1747635551075
counter/1/0/0/0,312157:1747635527126:,1747635551075
counter/1/0/0/0,312158:1747635527126:,1747635551075
counter/1/0/0/0,312159:1747635527126:,1747635551075
counter/1/0/0/0,312160:1747635527126:,1747635551075
counter/1/0/0/0,312161:1747635527126:,1747635551076
counter/1/0/0/0,312162:1747635527126:,1747635551076
counter/1/0/0/0,312163:1747635527126:,1747635551076
counter/1/0/0/0,312164:1747635527126:,1747635551076
counter/1/0/0/0,312165:1747635527126:,1747635551076
counter/1/0/0/0,312166:1747635527126:,1747635551076
counter/1/0/0/0,312167:1747635527126:,1747635551076
counter/1/0/0/0,312168:1747635527126:,1747635551076
counter/1/0/0/0,312169:1747635527126:,1747635551076
counter/1/0/0/0,312170:1747635527126:,1747635551076
counter/1/0/0/0,312171:1747635527126:,1747635551076
counter/1/0/0/0,312172:1747635527126:,1747635551076
counter/1/0/0/0,312173:1747635527126:,1747635551076
counter/1/0/0/0,312174:1747635527126:,1747635551076
counter/1/0/0/0,312175:1747635527126:,1747635551076
counter/1/0/0/0,312176:1747635527126:,1747635551076
counter/1/0/0/0,312177:1747635527126:,1747635551076
counter/1/0/0/0,312178:1747635527126:,1747635551076
counter/1/0/0/0,312179:1747635527126:,1747635551076
counter/1/0/0/0,312180:1747635527126:,1747635551077
counter/1/0/0/0,312181:1747635527126:,1747635551077
counter/1/0/0/0,312182:1747635527126:,1747635551077
counter/1/0/0/0,312183:1747635527126:,1747635551077
counter/1/0/0/0,312184:1747635527126:,1747635551077
counter/1/0/0/0,312185:1747635527126:,1747635551077
counter/1/0/0/0,312186:1747635527126:,1747635551077
counter/1/0/0/0,312187:1747635527126:,1747635551077
counter/1/0/0/0,312188:1747635527126:,1747635551077
counter/1/0/0/0,312189:1747635527126:,1747635551077
counter/1/0/0/0,312190:1747635527126:,1747635551077
counter/1/0/0/0,312191:1747635527126:,1747635551077
counter/1/0/0/0,312192:1747635527126:,1747635551077
counter/1/0/0/0,312193:1747635527126:,1747635551077
counter/1/0/0/0,312194:1747635527126:,1747635551077
counter/1/0/0/0,312195:1747635527126:,1747635551077
counter/1/0/0/0,312196:1747635527126:,1747635551077
counter/1/0/0/0,312197:1747635527126:,1747635551077
counter/1/0/0/0,312198:1747635527126:,1747635551077
counter/1/0/0/0,312199:1747635527126:,1747635551077
counter/1/0/0/0,312200:1747635527126:,1747635551078
counter/1/0/0/0,312201:1747635527126:,1747635551078
counter/1/0/0/0,312202:1747635527126:,1747635551078
counter/1/0/0/0,312203:1747635527126:,1747635551078
counter/1/0/0/0,312204:1747635527126:,1747635551078
counter/1/0/0/0,312205:1747635527126:,1747635551078
counter/1/0/0/0,312206:1747635527126:,1747635551078
counter/1/0/0/0,312207:1747635527126:,1747635551078
counter/1/0/0/0,312208:1747635527126:,1747635551078
counter/1/0/0/0,312209:1747635527126:,1747635551078
counter/1/0/0/0,312210:1747635527126:,1747635551078
counter/1/0/0/0,312211:1747635527126:,1747635551078
counter/1/0/0/0,312212:1747635527126:,1747635551078
counter/1/0/0/0,312213:1747635527126:,1747635551078
counter/1/0/0/0,312214:1747635527126:,1747635551078
counter/1/0/0/0,312215:1747635527126:,1747635551078
counter/1/0/0/0,312216:1747635527126:,1747635551078
counter/1/0/0/0,312217:1747635527126:,1747635551078
counter/1/0/0/0,312218:1747635527126:,1747635551078
counter/1/0/0/0,312219:1747635527127:,1747635551078
counter/1/0/0/0,312220:1747635527127:,1747635551079
counter/1/0/0/0,312221:1747635527127:,1747635551079
counter/1/0/0/0,312222:1747635527127:,1747635551079
counter/1/0/0/0,312223:1747635527127:,1747635551079
counter/1/0/0/0,312224:1747635527127:,1747635551079
counter/1/0/0/0,312225:1747635527127:,1747635551079
counter/1/0/0/0,312226:1747635527127:,1747635551079
counter/1/0/0/0,312227:1747635527127:,1747635551079
